Time,Temp,Weather,Wind,Direction,Humidity,Barometer,Visibility
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,76,1012,6
04,27,Passing clouds.,,↑,81,1012,6
07,27,Partly sunny.,,↑,78,1013,6
10,31,Partly sunny.,7,↑,67,1014,7
13,32,Partly sunny.,6,↑,68,1011,7
16,30,Partly sunny.,11,↑,60,1009,7
19,29,Passing clouds.,,↑,70,1011,6
22,29,Passing clouds.,,↑,72,1013,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
01,28,Passing clouds.,,↑,87,1010,6
04,27,Passing clouds.,,↑,88,1010,6
07,28,Partly sunny.,,↑,78,1012,6
10,32,Partly sunny.,15,↑,66,1012,7
13,33,Partly sunny.,,↑,66,1010,7
16,31,Partly sunny.,20,↑,68,1008,7
19,29,Overcast.,,↑,72,1010,6
22,28,Overcast.,,↑,75,1011,6
